MxBT	Wget	Apache	OpenVPN	MySql	DynamoDB	Magick	PHP-FPM
2	0648	1410	2281	605	62	220	1387	
3	0985	1418	2513    676 143 220 1443
4	1010	1422	2535    709 143 220 1452
5	1021	1422	2537    709 143 220 1452
